play,dataline,actsceneline,actscene,act,scene,line,player,playerline,annotation,highlight,objectid
Romeo and Juliet,86123,2.1.38,2.1,2,1,38,MERCUTIO,"As maids call medlars, when they laugh alone.",,,
Romeo and Juliet,86124,2.1.39,2.1,2,1,39,MERCUTIO,"Romeo, that she were, O, that she were",,,
Romeo and Juliet,86125,2.1.40,2.1,2,1,40,MERCUTIO,"An open et caetera, thou a poperin pear!",,,
Romeo and Juliet,86126,2.1.41,2.1,2,1,41,MERCUTIO,"Romeo, good night: I'll to my truckle-bed,",,,
Romeo and Juliet,86127,2.1.42,2.1,2,1,42,MERCUTIO,This field-bed is too cold for me to sleep:,,,
Romeo and Juliet,86128,2.1.43,2.1,2,1,43,MERCUTIO,"Come, shall we go?",,,
Romeo and Juliet,86129,2.1.44,2.1,2,1,44,BENVOLIO,"Go, then, for 'tis in vain",,,
Romeo and Juliet,86130,2.1.45,2.1,2,1,45,BENVOLIO,To seek him here that means not to be found.,,,
Romeo and Juliet,86131,,2.1,2,1,,StageDirection,Exeunt,,,
Romeo and Juliet,86132,,2.2,2,2,,StageDirection,SCENE II. Capulet's orchard.,,Capulet's orchard,
Romeo and Juliet,86133,,2.2,2,2,,StageDirection,Enter ROMEO,,,
Romeo and Juliet,86134,2.2.1,2.2,2,2,1,ROMEO,He jests at scars that never felt a wound.,He mocks the pain I feel being in love but has never been in love himself.,,https://cdn.theguardian.tv/mainwebsite/2013/11/21/131121Marriedcouple-16x9.mp4
Romeo and Juliet,86135,,2.2,2,2,,StageDirection,JULIET appears above at a window,,,
Romeo and Juliet,86136,2.2.2,2.2,2,2,2,ROMEO,"But, soft! what light through yonder window breaks?",**soft!** a gentle wait. A moment to stop and take something in.,soft!,RJ0001
Romeo and Juliet,86137,2.2.3,2.2,2,2,3,ROMEO,"It is the east, and Juliet is the sun.",,,
Romeo and Juliet,86138,2.2.4,2.2,2,2,4,ROMEO,"Arise, fair sun, and kill the envious moon,",,,
Romeo and Juliet,86139,2.2.5,2.2,2,2,5,ROMEO,"Who is already sick and pale with grief,",,,
Romeo and Juliet,86140,2.2.6,2.2,2,2,6,ROMEO,That thou her maid art far more fair than she:,,,
Romeo and Juliet,86141,2.2.7,2.2,2,2,7,ROMEO,"Be not her maid, since she is envious,",,,
Romeo and Juliet,86142,2.2.8,2.2,2,2,8,ROMEO,Her vestal livery is but sick and green,,,
Romeo and Juliet,86143,2.2.9,2.2,2,2,9,ROMEO,"And none but fools do wear it, cast it off.",,,
Romeo and Juliet,86144,2.2.10,2.2,2,2,10,ROMEO,"It is my lady, O, it is my love!",,,
Romeo and Juliet,86145,2.2.11,2.2,2,2,11,ROMEO,"O, that she knew she were!",,,
Romeo and Juliet,86146,2.2.12,2.2,2,2,12,ROMEO,She speaks yet she says nothing: what of that?,,,
Romeo and Juliet,86147,2.2.13,2.2,2,2,13,ROMEO,"Her eye discourses, I will answer it.",,,
Romeo and Juliet,86148,2.2.14,2.2,2,2,14,ROMEO,"I am too bold, 'tis not to me she speaks:",,,
Romeo and Juliet,86149,2.2.15,2.2,2,2,15,ROMEO,"Two of the fairest stars in all the heaven,",,,
Romeo and Juliet,86150,2.2.16,2.2,2,2,16,ROMEO,"Having some business, do entreat her eyes",,,
Romeo and Juliet,86151,2.2.17,2.2,2,2,17,ROMEO,To twinkle in their spheres till they return.,,,
Romeo and Juliet,86152,2.2.18,2.2,2,2,18,ROMEO,"What if her eyes were there, they in her head?",,,
Romeo and Juliet,86153,2.2.19,2.2,2,2,19,ROMEO,"The brightness of her cheek would shame those stars,",,,
Romeo and Juliet,86154,2.2.20,2.2,2,2,20,ROMEO,"As daylight doth a lamp, her eyes in heaven",,,
Romeo and Juliet,86155,2.2.21,2.2,2,2,21,ROMEO,Would through the airy region stream so bright,,,
Romeo and Juliet,86156,2.2.22,2.2,2,2,22,ROMEO,That birds would sing and think it were not night.,,,
Romeo and Juliet,86157,2.2.23,2.2,2,2,23,ROMEO,"See, how she leans her cheek upon her hand!",,,
Romeo and Juliet,86158,2.2.24,2.2,2,2,24,ROMEO,"O, that I were a glove upon that hand,",,,
Romeo and Juliet,86159,2.2.25,2.2,2,2,25,ROMEO,That I might touch that cheek!,,,
Romeo and Juliet,86160,2.2.26,2.2,2,2,26,JULIET,Ay me!,,,
Romeo and Juliet,86161,2.2.27,2.2,2,2,27,ROMEO,She speaks:,,,
Romeo and Juliet,86162,2.2.28,2.2,2,2,28,ROMEO,"O, speak again, bright angel! for thou art",,,
Romeo and Juliet,86163,2.2.29,2.2,2,2,29,ROMEO,"As glorious to this night, being o'er my head",,,
Romeo and Juliet,86164,2.2.30,2.2,2,2,30,ROMEO,As is a winged messenger of heaven,,,
Romeo and Juliet,86165,2.2.31,2.2,2,2,31,ROMEO,Unto the white-upturned wondering eyes,,,
Romeo and Juliet,86166,2.2.32,2.2,2,2,32,ROMEO,Of mortals that fall back to gaze on him,,,
Romeo and Juliet,86167,2.2.33,2.2,2,2,33,ROMEO,When he bestrides the lazy-pacing clouds,,,
Romeo and Juliet,86168,2.2.34,2.2,2,2,34,ROMEO,And sails upon the bosom of the air.,,,
Romeo and Juliet,86169,2.2.35,2.2,2,2,35,JULIET,"O Romeo, Romeo! wherefore art thou Romeo?",,,
Romeo and Juliet,86170,2.2.36,2.2,2,2,36,JULIET,"Deny thy father and refuse thy name,",,,
Romeo and Juliet,86171,2.2.37,2.2,2,2,37,JULIET,"Or, if thou wilt not, be but sworn my love,",,,
Romeo and Juliet,86172,2.2.38,2.2,2,2,38,JULIET,And I'll no longer be a Capulet.,,,
Romeo and Juliet,86173,2.2.39,2.2,2,2,39,ROMEO,"[Aside]  Shall I hear more, or shall I speak at this?",,,
Romeo and Juliet,86174,2.2.40,2.2,2,2,40,JULIET,"'Tis but thy name that is my enemy,",,,
Romeo and Juliet,86175,2.2.41,2.2,2,2,41,JULIET,"Thou art thyself, though not a Montague.",,,
Romeo and Juliet,86176,2.2.42,2.2,2,2,42,JULIET,"What's Montague? it is nor hand, nor foot,",,,
Romeo and Juliet,86177,2.2.43,2.2,2,2,43,JULIET,"Nor arm, nor face, nor any other part",,,
Romeo and Juliet,86178,2.2.44,2.2,2,2,44,JULIET,"Belonging to a man. O, be some other name!",,,
Romeo and Juliet,86179,2.2.45,2.2,2,2,45,JULIET,What's in a name? that which we call a rose,,,
Romeo and Juliet,86180,2.2.46,2.2,2,2,46,JULIET,"By any other name would smell as sweet,",,,
Romeo and Juliet,86181,2.2.47,2.2,2,2,47,JULIET,"So Romeo would, were he not Romeo call'd,",,,
Romeo and Juliet,86182,2.2.48,2.2,2,2,48,JULIET,Retain that dear perfection which he owes,,,
Romeo and Juliet,86183,2.2.49,2.2,2,2,49,JULIET,"Without that title. Romeo, doff thy name,",,,
Romeo and Juliet,86184,2.2.50,2.2,2,2,50,JULIET,And for that name which is no part of thee,,,
Romeo and Juliet,86185,2.2.51,2.2,2,2,51,JULIET,Take all myself.,,,
Romeo and Juliet,86186,2.2.52,2.2,2,2,52,ROMEO,I take thee at thy word:,,,
Romeo and Juliet,86187,2.2.53,2.2,2,2,53,ROMEO,"Call me but love, and I'll be new baptized,",,,
Romeo and Juliet,86188,2.2.54,2.2,2,2,54,ROMEO,Henceforth I never will be Romeo.,,,
Romeo and Juliet,86189,2.2.55,2.2,2,2,55,JULIET,What man art thou that thus bescreen'd in night,,,
Romeo and Juliet,86190,2.2.56,2.2,2,2,56,JULIET,So stumblest on my counsel?,,,
Romeo and Juliet,86191,2.2.57,2.2,2,2,57,ROMEO,By a name,,,
Romeo and Juliet,86192,2.2.58,2.2,2,2,58,ROMEO,I know not how to tell thee who I am:,,,
Romeo and Juliet,86193,2.2.59,2.2,2,2,59,ROMEO,"My name, dear saint, is hateful to myself,",,,
Romeo and Juliet,86194,2.2.60,2.2,2,2,60,ROMEO,"Because it is an enemy to thee,",,,
Romeo and Juliet,86195,2.2.61,2.2,2,2,61,ROMEO,"Had I it written, I would tear the word.",,,
Romeo and Juliet,86196,2.2.62,2.2,2,2,62,JULIET,My ears have not yet drunk a hundred words,,,
Romeo and Juliet,86197,2.2.63,2.2,2,2,63,JULIET,"Of that tongue's utterance, yet I know the sound:",,,
Romeo and Juliet,86198,2.2.64,2.2,2,2,64,JULIET,Art thou not Romeo and a Montague?,,,
Romeo and Juliet,86199,2.2.65,2.2,2,2,65,ROMEO,"Neither, fair saint, if either thee dislike.",,,
Romeo and Juliet,86200,2.2.66,2.2,2,2,66,JULIET,"How camest thou hither, tell me, and wherefore?",,,
Romeo and Juliet,86201,2.2.67,2.2,2,2,67,JULIET,"The orchard walls are high and hard to climb,",,,
Romeo and Juliet,86202,2.2.68,2.2,2,2,68,JULIET,"And the place death, considering who thou art,",,,
Romeo and Juliet,86203,2.2.69,2.2,2,2,69,JULIET,If any of my kinsmen find thee here.,,,
Romeo and Juliet,86204,2.2.70,2.2,2,2,70,ROMEO,"With love's light wings did I o'er-perch these walls,",,,
Romeo and Juliet,86205,2.2.71,2.2,2,2,71,ROMEO,"For stony limits cannot hold love out,",,,
Romeo and Juliet,86206,2.2.72,2.2,2,2,72,ROMEO,"And what love can do that dares love attempt,",,,
Romeo and Juliet,86207,2.2.73,2.2,2,2,73,ROMEO,Therefore thy kinsmen are no let to me.,,,
Romeo and Juliet,86208,2.2.74,2.2,2,2,74,JULIET,"If they do see thee, they will murder thee.",,,
Romeo and Juliet,86209,2.2.75,2.2,2,2,75,ROMEO,"Alack, there lies more peril in thine eye",,,
Romeo and Juliet,86210,2.2.76,2.2,2,2,76,ROMEO,"Than twenty of their swords: look thou but sweet,",,,
Romeo and Juliet,86211,2.2.77,2.2,2,2,77,ROMEO,And I am proof against their enmity.,,,
Romeo and Juliet,86212,2.2.78,2.2,2,2,78,JULIET,I would not for the world they saw thee here.,,,
Romeo and Juliet,86213,2.2.79,2.2,2,2,79,ROMEO,"I have night's cloak to hide me from their sight,",,,
Romeo and Juliet,86214,2.2.80,2.2,2,2,80,ROMEO,"And but thou love me, let them find me here:",,,
Romeo and Juliet,86215,2.2.81,2.2,2,2,81,ROMEO,"My life were better ended by their hate,",,,
Romeo and Juliet,86216,2.2.82,2.2,2,2,82,ROMEO,"Than death prorogued, wanting of thy love.",,,
Romeo and Juliet,86217,2.2.83,2.2,2,2,83,JULIET,By whose direction found'st thou out this place?,,,
Romeo and Juliet,86218,2.2.84,2.2,2,2,84,ROMEO,"By love, who first did prompt me to inquire,",,,
Romeo and Juliet,86219,2.2.85,2.2,2,2,85,ROMEO,He lent me counsel and I lent him eyes.,,,
Romeo and Juliet,86220,2.2.86,2.2,2,2,86,ROMEO,"I am no pilot, yet, wert thou as far",,,
Romeo and Juliet,86221,2.2.87,2.2,2,2,87,ROMEO,"As that vast shore wash'd with the farthest sea,",,,
Romeo and Juliet,86222,2.2.88,2.2,2,2,88,ROMEO,I would adventure for such merchandise.,,,
Romeo and Juliet,86223,2.2.89,2.2,2,2,89,JULIET,"Thou know'st the mask of night is on my face,",,,
Romeo and Juliet,86224,2.2.90,2.2,2,2,90,JULIET,Else would a maiden blush bepaint my cheek,,,
Romeo and Juliet,86225,2.2.91,2.2,2,2,91,JULIET,For that which thou hast heard me speak to-night,,,
Romeo and Juliet,86226,2.2.92,2.2,2,2,92,JULIET,"Fain would I dwell on form, fain, fain deny",,,
Romeo and Juliet,86227,2.2.93,2.2,2,2,93,JULIET,What I have spoke: but farewell compliment!,,,
Romeo and Juliet,86228,2.2.94,2.2,2,2,94,JULIET,"Dost thou love me? I know thou wilt say 'Ay,'",,,
Romeo and Juliet,86229,2.2.95,2.2,2,2,95,JULIET,"And I will take thy word: yet if thou swear'st,",,,
Romeo and Juliet,86230,2.2.96,2.2,2,2,96,JULIET,"Thou mayst prove false, at lovers' perjuries",,,
Romeo and Juliet,86231,2.2.97,2.2,2,2,97,JULIET,"Then say, Jove laughs. O gentle Romeo,",,,
Romeo and Juliet,86232,2.2.98,2.2,2,2,98,JULIET,"If thou dost love, pronounce it faithfully:",,,
Romeo and Juliet,86233,2.2.99,2.2,2,2,99,JULIET,"Or if thou think'st I am too quickly won,",,,
Romeo and Juliet,86234,2.2.100,2.2,2,2,100,JULIET,"I'll frown and be perverse an say thee nay,",,,
Romeo and Juliet,86235,2.2.101,2.2,2,2,101,JULIET,"So thou wilt woo, but else, not for the world.",,,
Romeo and Juliet,86236,2.2.102,2.2,2,2,102,JULIET,"In truth, fair Montague, I am too fond,",,,
Romeo and Juliet,86237,2.2.103,2.2,2,2,103,JULIET,And therefore thou mayst think my 'havior light:,,,
Romeo and Juliet,86238,2.2.104,2.2,2,2,104,JULIET,"But trust me, gentleman, I'll prove more true",,,
Romeo and Juliet,86239,2.2.105,2.2,2,2,105,JULIET,Than those that have more cunning to be strange.,,,
Romeo and Juliet,86240,2.2.106,2.2,2,2,106,JULIET,"I should have been more strange, I must confess,",,,
Romeo and Juliet,86241,2.2.107,2.2,2,2,107,JULIET,"But that thou overheard'st, ere I was ware,",,,
Romeo and Juliet,86242,2.2.108,2.2,2,2,108,JULIET,"My true love's passion: therefore pardon me,",,,
Romeo and Juliet,86243,2.2.109,2.2,2,2,109,JULIET,"And not impute this yielding to light love,",,,
Romeo and Juliet,86244,2.2.110,2.2,2,2,110,JULIET,Which the dark night hath so discovered.,,,
Romeo and Juliet,86245,2.2.111,2.2,2,2,111,ROMEO,"Lady, by yonder blessed moon I swear",,,
Romeo and Juliet,86246,2.2.112,2.2,2,2,112,ROMEO,That tips with silver all these fruit-tree tops--,,,
Romeo and Juliet,86247,2.2.113,2.2,2,2,113,JULIET,"O, swear not by the moon, the inconstant moon,",,,
Romeo and Juliet,86248,2.2.114,2.2,2,2,114,JULIET,"That monthly changes in her circled orb,",,,
Romeo and Juliet,86249,2.2.115,2.2,2,2,115,JULIET,Lest that thy love prove likewise variable.,,,
Romeo and Juliet,86250,2.2.116,2.2,2,2,116,ROMEO,What shall I swear by?,,,
Romeo and Juliet,86251,2.2.117,2.2,2,2,117,JULIET,"Do not swear at all,",,,
Romeo and Juliet,86252,2.2.118,2.2,2,2,118,JULIET,"Or, if thou wilt, swear by thy gracious self,",,,
Romeo and Juliet,86253,2.2.119,2.2,2,2,119,JULIET,"Which is the god of my idolatry,",,,
Romeo and Juliet,86254,2.2.120,2.2,2,2,120,JULIET,And I'll believe thee.,,,
Romeo and Juliet,86255,2.2.121,2.2,2,2,121,ROMEO,If my heart's dear love--,,,
Romeo and Juliet,86256,2.2.122,2.2,2,2,122,JULIET,"Well, do not swear: although I joy in thee,",,,
Romeo and Juliet,86257,2.2.123,2.2,2,2,123,JULIET,I have no joy of this contract to-night:,,,
Romeo and Juliet,86258,2.2.124,2.2,2,2,124,JULIET,"It is too rash, too unadvised, too sudden,",,,
Romeo and Juliet,86259,2.2.125,2.2,2,2,125,JULIET,"Too like the lightning, which doth cease to be",,,
Romeo and Juliet,86260,2.2.126,2.2,2,2,126,JULIET,"Ere one can say 'It lightens.' Sweet, good night!",,,
Romeo and Juliet,86261,2.2.127,2.2,2,2,127,JULIET,"This bud of love, by summer's ripening breath,",,,
Romeo and Juliet,86262,2.2.128,2.2,2,2,128,JULIET,May prove a beauteous flower when next we meet.,,,
Romeo and Juliet,86263,2.2.129,2.2,2,2,129,JULIET,"Good night, good night! as sweet repose and rest",,,
Romeo and Juliet,86264,2.2.130,2.2,2,2,130,JULIET,Come to thy heart as that within my breast!,,,
Romeo and Juliet,86265,2.2.131,2.2,2,2,131,ROMEO,"O, wilt thou leave me so unsatisfied?",,,
Romeo and Juliet,86266,2.2.132,2.2,2,2,132,JULIET,What satisfaction canst thou have to-night?,,,
Romeo and Juliet,86267,2.2.133,2.2,2,2,133,ROMEO,The exchange of thy love's faithful vow for mine.,,,
Romeo and Juliet,86268,2.2.134,2.2,2,2,134,JULIET,I gave thee mine before thou didst request it:,,,
Romeo and Juliet,86269,2.2.135,2.2,2,2,135,JULIET,And yet I would it were to give again.,,,
Romeo and Juliet,86270,2.2.136,2.2,2,2,136,ROMEO,"Wouldst thou withdraw it? for what purpose, love?",,,
Romeo and Juliet,86271,2.2.137,2.2,2,2,137,JULIET,"But to be frank, and give it thee again.",,,
Romeo and Juliet,86272,2.2.138,2.2,2,2,138,JULIET,And yet I wish but for the thing I have:,,,
Romeo and Juliet,86273,2.2.139,2.2,2,2,139,JULIET,"My bounty is as boundless as the sea,",,,
Romeo and Juliet,86274,2.2.140,2.2,2,2,140,JULIET,"My love as deep, the more I give to thee,",,,
Romeo and Juliet,86275,2.2.141,2.2,2,2,141,JULIET,"The more I have, for both are infinite.",,,
Romeo and Juliet,86276,,2.2,2,2,,StageDirection,Nurse calls within,,,
Romeo and Juliet,86277,2.2.142,2.2,2,2,142,JULIET,"I hear some noise within, dear love, adieu!",,,
Romeo and Juliet,86278,2.2.143,2.2,2,2,143,JULIET,"Anon, good nurse! Sweet Montague, be true.",,,
Romeo and Juliet,86279,2.2.144,2.2,2,2,144,JULIET,"Stay but a little, I will come again.",,,
Romeo and Juliet,86280,,2.2,2,2,,StageDirection,"Exit, above",,,
Romeo and Juliet,86281,2.2.145,2.2,2,2,145,ROMEO,"O blessed, blessed night! I am afeard.",,,
Romeo and Juliet,86282,2.2.146,2.2,2,2,146,ROMEO,"Being in night, all this is but a dream,",,,
Romeo and Juliet,86283,2.2.147,2.2,2,2,147,ROMEO,Too flattering-sweet to be substantial.,,,
Romeo and Juliet,86284,,2.2,2,2,,StageDirection,"Re-enter JULIET, above",,,
Romeo and Juliet,86285,2.2.148,2.2,2,2,148,JULIET,"Three words, dear Romeo, and good night indeed.",,,
Romeo and Juliet,86286,2.2.149,2.2,2,2,149,JULIET,"If that thy bent of love be honourable,",,,
Romeo and Juliet,86287,2.2.150,2.2,2,2,150,JULIET,"Thy purpose marriage, send me word to-morrow,",,,
Romeo and Juliet,86288,2.2.151,2.2,2,2,151,JULIET,"By one that I'll procure to come to thee,",,,
Romeo and Juliet,86289,2.2.152,2.2,2,2,152,JULIET,"Where and what time thou wilt perform the rite,",,,
Romeo and Juliet,86290,2.2.153,2.2,2,2,153,JULIET,And all my fortunes at thy foot I'll lay,,,
Romeo and Juliet,86291,2.2.154,2.2,2,2,154,JULIET,And follow thee my lord throughout the world.,,,
Romeo and Juliet,86292,2.2.155,2.2,2,2,155,Nurse,[Within]  Madam!,,,
Romeo and Juliet,86293,2.2.156,2.2,2,2,156,JULIET,"I come, anon.--But if thou mean'st not well,",,,
Romeo and Juliet,86294,2.2.157,2.2,2,2,157,JULIET,I do beseech thee--,,,
Romeo and Juliet,86295,2.2.158,2.2,2,2,158,Nurse,[Within]  Madam!,,,
Romeo and Juliet,86296,2.2.159,2.2,2,2,159,JULIET,"By and by, I come:--",,,
Romeo and Juliet,86297,2.2.160,2.2,2,2,160,JULIET,"To cease thy suit, and leave me to my grief:",,,
Romeo and Juliet,86298,2.2.161,2.2,2,2,161,JULIET,To-morrow will I send.,,,
Romeo and Juliet,86299,2.2.162,2.2,2,2,162,ROMEO,So thrive my soul--,,,
Romeo and Juliet,86300,2.2.163,2.2,2,2,163,JULIET,A thousand times good night!,,,
Romeo and Juliet,86301,,2.2,2,2,,StageDirection,"Exit, above",,,
Romeo and Juliet,86302,2.2.164,2.2,2,2,164,ROMEO,"A thousand times the worse, to want thy light.",,,
Romeo and Juliet,86303,2.2.165,2.2,2,2,165,ROMEO,"Love goes toward love, as schoolboys from",,,
Romeo and Juliet,86304,2.2.166,2.2,2,2,166,ROMEO,"their books,",,,
Romeo and Juliet,86305,2.2.167,2.2,2,2,167,ROMEO,"But love from love, toward school with heavy looks.",,,
Romeo and Juliet,86306,,2.2,2,2,,StageDirection,Retiring,,,
Romeo and Juliet,86307,,2.2,2,2,,StageDirection,"Re-enter JULIET, above",,,
Romeo and Juliet,86308,2.2.168,2.2,2,2,168,JULIET,"Hist! Romeo, hist! O, for a falconer's voice,",,,
Romeo and Juliet,86309,2.2.169,2.2,2,2,169,JULIET,To lure this tassel-gentle back again!,,,
Romeo and Juliet,86310,2.2.170,2.2,2,2,170,JULIET,"Bondage is hoarse, and may not speak aloud,",,,
Romeo and Juliet,86311,2.2.171,2.2,2,2,171,JULIET,"Else would I tear the cave where Echo lies,",,,
Romeo and Juliet,86312,2.2.172,2.2,2,2,172,JULIET,"And make her airy tongue more hoarse than mine,",,,
Romeo and Juliet,86313,2.2.173,2.2,2,2,173,JULIET,With repetition of my Romeo's name.,,,
Romeo and Juliet,86314,2.2.174,2.2,2,2,174,ROMEO,It is my soul that calls upon my name:,,,
Romeo and Juliet,86315,2.2.175,2.2,2,2,175,ROMEO,"How silver-sweet sound lovers' tongues by night,",,,
Romeo and Juliet,86316,2.2.176,2.2,2,2,176,ROMEO,Like softest music to attending ears!,,,
Romeo and Juliet,86317,2.2.177,2.2,2,2,177,JULIET,Romeo!,,,
Romeo and Juliet,86318,2.2.178,2.2,2,2,178,ROMEO,My dear?,,,
Romeo and Juliet,86319,2.2.179,2.2,2,2,179,JULIET,At what o'clock to-morrow,,,
Romeo and Juliet,86320,2.2.180,2.2,2,2,180,JULIET,Shall I send to thee?,,,
Romeo and Juliet,86321,2.2.181,2.2,2,2,181,ROMEO,At the hour of nine.,,,
Romeo and Juliet,86322,2.2.182,2.2,2,2,182,JULIET,I will not fail: 'tis twenty years till then.,,,
Romeo and Juliet,86323,2.2.183,2.2,2,2,183,JULIET,I have forgot why I did call thee back.,,,
Romeo and Juliet,86324,2.2.184,2.2,2,2,184,ROMEO,Let me stand here till thou remember it.,,,
Romeo and Juliet,86325,2.2.185,2.2,2,2,185,JULIET,"I shall forget, to have thee still stand there,",,,
Romeo and Juliet,86326,2.2.186,2.2,2,2,186,JULIET,Remembering how I love thy company.,,,
Romeo and Juliet,86327,2.2.187,2.2,2,2,187,ROMEO,"And I'll still stay, to have thee still forget,",,,
Romeo and Juliet,86328,2.2.188,2.2,2,2,188,ROMEO,Forgetting any other home but this.,,,
Romeo and Juliet,86329,2.2.189,2.2,2,2,189,JULIET,"'Tis almost morning, I would have thee gone:",,,
Romeo and Juliet,86330,2.2.190,2.2,2,2,190,JULIET,"And yet no further than a wanton's bird,",,,
Romeo and Juliet,86331,2.2.191,2.2,2,2,191,JULIET,"Who lets it hop a little from her hand,",,,
Romeo and Juliet,86332,2.2.192,2.2,2,2,192,JULIET,"Like a poor prisoner in his twisted gyves,",,,
Romeo and Juliet,86333,2.2.193,2.2,2,2,193,JULIET,"And with a silk thread plucks it back again,",,,
Romeo and Juliet,86334,2.2.194,2.2,2,2,194,JULIET,So loving-jealous of his liberty.,,,
Romeo and Juliet,86335,2.2.195,2.2,2,2,195,ROMEO,I would I were thy bird.,,,
Romeo and Juliet,86336,2.2.196,2.2,2,2,196,JULIET,"Sweet, so would I:",,,
Romeo and Juliet,86337,2.2.197,2.2,2,2,197,JULIET,Yet I should kill thee with much cherishing.,,,
Romeo and Juliet,86338,2.2.198,2.2,2,2,198,JULIET,"Good night, good night! parting is such",,,
Romeo and Juliet,86339,2.2.199,2.2,2,2,199,JULIET,"sweet sorrow,",,,
Romeo and Juliet,86340,2.2.200,2.2,2,2,200,JULIET,That I shall say good night till it be morrow.,,,
Romeo and Juliet,86341,,2.2,2,2,,StageDirection,Exit above,,,
Romeo and Juliet,86342,2.2.201,2.2,2,2,201,ROMEO,"Sleep dwell upon thine eyes, peace in thy breast!",,,
Romeo and Juliet,86343,2.2.202,2.2,2,2,202,ROMEO,"Would I were sleep and peace, so sweet to rest!",,,
Romeo and Juliet,86344,2.2.203,2.2,2,2,203,ROMEO,"Hence will I to my ghostly father's cell,",,,
Romeo and Juliet,86345,2.2.204,2.2,2,2,204,ROMEO,"His help to crave, and my dear hap to tell.",,,
Romeo and Juliet,86346,,2.2,2,2,,StageDirection,Exit,,,
Romeo and Juliet,86347,,2.3,2,3,,StageDirection,SCENE III. Friar Laurence's cell.,,,
Romeo and Juliet,86348,,2.3,2,3,,StageDirection,"Enter FRIAR LAURENCE, with a basket",,,
Romeo and Juliet,86349,2.3.1,2.3,2,3,1,FRIAR LAURENCE,"The grey-eyed morn smiles on the frowning night,",,,
Romeo and Juliet,86350,2.3.2,2.3,2,3,2,FRIAR LAURENCE,"Chequering the eastern clouds with streaks of light,",,,
Romeo and Juliet,86351,2.3.3,2.3,2,3,3,FRIAR LAURENCE,And flecked darkness like a drunkard reels,,,
Romeo and Juliet,86352,2.3.4,2.3,2,3,4,FRIAR LAURENCE,From forth day's path and Titan's fiery wheels:,,,
Romeo and Juliet,86353,2.3.5,2.3,2,3,5,FRIAR LAURENCE,"Now, ere the sun advance his burning eye,",,,
Romeo and Juliet,86354,2.3.6,2.3,2,3,6,FRIAR LAURENCE,"The day to cheer and night's dank dew to dry,",,,
Romeo and Juliet,86355,2.3.7,2.3,2,3,7,FRIAR LAURENCE,I must up-fill this osier cage of ours,,,
Romeo and Juliet,86356,2.3.8,2.3,2,3,8,FRIAR LAURENCE,With baleful weeds and precious-juiced flowers.,,,
Romeo and Juliet,86357,2.3.9,2.3,2,3,9,FRIAR LAURENCE,"The earth that's nature's mother is her tomb,",,,
Romeo and Juliet,86358,2.3.10,2.3,2,3,10,FRIAR LAURENCE,"What is her burying grave that is her womb,",,,
Romeo and Juliet,86359,2.3.11,2.3,2,3,11,FRIAR LAURENCE,And from her womb children of divers kind,,,
Romeo and Juliet,86360,2.3.12,2.3,2,3,12,FRIAR LAURENCE,"We sucking on her natural bosom find,",,,
Romeo and Juliet,86361,2.3.13,2.3,2,3,13,FRIAR LAURENCE,"Many for many virtues excellent,",,,
Romeo and Juliet,86362,2.3.14,2.3,2,3,14,FRIAR LAURENCE,None but for some and yet all different.,,,
Romeo and Juliet,86363,2.3.15,2.3,2,3,15,FRIAR LAURENCE,"O, mickle is the powerful grace that lies",,,
Romeo and Juliet,86364,2.3.16,2.3,2,3,16,FRIAR LAURENCE,"In herbs, plants, stones, and their true qualities:",,,
Romeo and Juliet,86365,2.3.17,2.3,2,3,17,FRIAR LAURENCE,For nought so vile that on the earth doth live,,,
Romeo and Juliet,86366,2.3.18,2.3,2,3,18,FRIAR LAURENCE,"But to the earth some special good doth give,",,,
Romeo and Juliet,86367,2.3.19,2.3,2,3,19,FRIAR LAURENCE,Nor aught so good but strain'd from that fair use,,,
Romeo and Juliet,86368,2.3.20,2.3,2,3,20,FRIAR LAURENCE,"Revolts from true birth, stumbling on abuse:",,,
Romeo and Juliet,86369,2.3.21,2.3,2,3,21,FRIAR LAURENCE,"Virtue itself turns vice, being misapplied,",,,
Romeo and Juliet,86370,2.3.22,2.3,2,3,22,FRIAR LAURENCE,And vice sometimes by action dignified.,,,
Romeo and Juliet,86371,2.3.23,2.3,2,3,23,FRIAR LAURENCE,Within the infant rind of this small flower,,,
Romeo and Juliet,86372,2.3.24,2.3,2,3,24,FRIAR LAURENCE,Poison hath residence and medicine power:,,,
Romeo and Juliet,86373,2.3.25,2.3,2,3,25,FRIAR LAURENCE,"For this, being smelt, with that part cheers each part,",,,
Romeo and Juliet,86374,2.3.26,2.3,2,3,26,FRIAR LAURENCE,"Being tasted, slays all senses with the heart.",,,
Romeo and Juliet,86375,2.3.27,2.3,2,3,27,FRIAR LAURENCE,Two such opposed kings encamp them still,,,
Romeo and Juliet,86376,2.3.28,2.3,2,3,28,FRIAR LAURENCE,"In man as well as herbs, grace and rude will,",,,
Romeo and Juliet,86377,2.3.29,2.3,2,3,29,FRIAR LAURENCE,"And where the worser is predominant,",,,
Romeo and Juliet,86378,2.3.30,2.3,2,3,30,FRIAR LAURENCE,Full soon the canker death eats up that plant.,,,
Romeo and Juliet,86379,,2.3,2,3,,StageDirection,Enter ROMEO,,,
Romeo and Juliet,86380,2.3.31,2.3,2,3,31,ROMEO,"Good morrow, father.",,,
