play,dataline,actsceneline,actscene,act,scene,line,player,playerline,annotation,highlight,objectid
Romeo and Juliet,88120,5.1.10,5.1,5,1,10,ROMEO,"That I revived, and was an emperor.",,,
Romeo and Juliet,88121,5.1.11,5.1,5,1,11,ROMEO,"Ah me! how sweet is love itself possess'd,",,,
Romeo and Juliet,88122,5.1.12,5.1,5,1,12,ROMEO,When but love's shadows are so rich in joy!,,,
Romeo and Juliet,88123,,5.1,5,1,,StageDirection,"Enter BALTHASAR, booted",,,
Romeo and Juliet,88124,5.1.13,5.1,5,1,13,ROMEO,"News from Verona!--How now, Balthasar!",,,
Romeo and Juliet,88125,5.1.14,5.1,5,1,14,ROMEO,Dost thou not bring me letters from the friar?,,,
Romeo and Juliet,88126,5.1.15,5.1,5,1,15,ROMEO,How doth my lady? Is my father well?,,,
Romeo and Juliet,88127,5.1.16,5.1,5,1,16,ROMEO,"How fares my Juliet? that I ask again,",,,
Romeo and Juliet,88128,5.1.17,5.1,5,1,17,ROMEO,"For nothing can be ill, if she be well.",,,
Romeo and Juliet,88129,5.1.18,5.1,5,1,18,BALTHASAR,"Then she is well, and nothing can be ill:",,,
Romeo and Juliet,88130,5.1.19,5.1,5,1,19,BALTHASAR,"Her body sleeps in Capel's monument,",,,
Romeo and Juliet,88131,5.1.20,5.1,5,1,20,BALTHASAR,And her immortal part with angels lives.,,,
Romeo and Juliet,88132,5.1.21,5.1,5,1,21,BALTHASAR,"I saw her laid low in her kindred's vault,",,,
Romeo and Juliet,88133,5.1.22,5.1,5,1,22,BALTHASAR,And presently took post to tell it you:,,,
Romeo and Juliet,88134,5.1.23,5.1,5,1,23,BALTHASAR,"O, pardon me for bringing these ill news,",,,
Romeo and Juliet,88135,5.1.24,5.1,5,1,24,BALTHASAR,"Since you did leave it for my office, sir.",,,
Romeo and Juliet,88136,5.1.25,5.1,5,1,25,ROMEO,"Is it even so? then I defy you, stars!",,,
Romeo and Juliet,88137,5.1.26,5.1,5,1,26,ROMEO,"Thou know'st my lodging: get me ink and paper,",,,
Romeo and Juliet,88138,5.1.27,5.1,5,1,27,ROMEO,"And hire post-horses, I will hence to-night.",,,
Romeo and Juliet,88139,5.1.28,5.1,5,1,28,BALTHASAR,"I do beseech you, sir, have patience:",,,
Romeo and Juliet,88140,5.1.29,5.1,5,1,29,BALTHASAR,"Your looks are pale and wild, and do import",,,
Romeo and Juliet,88141,5.1.30,5.1,5,1,30,BALTHASAR,Some misadventure.,,,
Romeo and Juliet,88142,5.1.31,5.1,5,1,31,ROMEO,"Tush, thou art deceived:",,,
Romeo and Juliet,88143,5.1.32,5.1,5,1,32,ROMEO,"Leave me, and do the thing I bid thee do.",,,
Romeo and Juliet,88144,5.1.33,5.1,5,1,33,ROMEO,Hast thou no letters to me from the friar?,,,
Romeo and Juliet,88145,5.1.34,5.1,5,1,34,BALTHASAR,"No, my good lord.",,,
Romeo and Juliet,88146,5.1.35,5.1,5,1,35,ROMEO,"No matter: get thee gone,",,,
Romeo and Juliet,88147,5.1.36,5.1,5,1,36,ROMEO,"And hire those horses, I'll be with thee straight.",,,
Romeo and Juliet,88148,,5.1,5,1,,StageDirection,Exit BALTHASAR,,,
Romeo and Juliet,88149,5.1.37,5.1,5,1,37,ROMEO,"Well, Juliet, I will lie with thee to-night.",,,
Romeo and Juliet,88150,5.1.38,5.1,5,1,38,ROMEO,"Let's see for means: O mischief, thou art swift",,,
Romeo and Juliet,88151,5.1.39,5.1,5,1,39,ROMEO,To enter in the thoughts of desperate men!,,,
Romeo and Juliet,88152,5.1.40,5.1,5,1,40,ROMEO,"I do remember an apothecary,--",,,
Romeo and Juliet,88153,5.1.41,5.1,5,1,41,ROMEO,"And hereabouts he dwells,--which late I noted",,,
Romeo and Juliet,88154,5.1.42,5.1,5,1,42,ROMEO,"In tatter'd weeds, with overwhelming brows,",,,
Romeo and Juliet,88155,5.1.43,5.1,5,1,43,ROMEO,"Culling of simples, meagre were his looks,",,,
Romeo and Juliet,88156,5.1.44,5.1,5,1,44,ROMEO,Sharp misery had worn him to the bones:,,,
Romeo and Juliet,88157,5.1.45,5.1,5,1,45,ROMEO,"And in his needy shop a tortoise hung,",,,
Romeo and Juliet,88158,5.1.46,5.1,5,1,46,ROMEO,"An alligator stuff'd, and other skins",,,
Romeo and Juliet,88159,5.1.47,5.1,5,1,47,ROMEO,"Of ill-shaped fishes, and about his shelves",,,
Romeo and Juliet,88160,5.1.48,5.1,5,1,48,ROMEO,"A beggarly account of empty boxes,",,,
Romeo and Juliet,88161,5.1.49,5.1,5,1,49,ROMEO,"Green earthen pots, bladders and musty seeds,",,,
Romeo and Juliet,88162,5.1.50,5.1,5,1,50,ROMEO,"Remnants of packthread and old cakes of roses,",,,
Romeo and Juliet,88163,5.1.51,5.1,5,1,51,ROMEO,"Were thinly scatter'd, to make up a show.",,,
Romeo and Juliet,88164,5.1.52,5.1,5,1,52,ROMEO,"Noting this penury, to myself I said",,,
Romeo and Juliet,88165,5.1.53,5.1,5,1,53,ROMEO,"'An if a man did need a poison now,",,,
Romeo and Juliet,88166,5.1.54,5.1,5,1,54,ROMEO,"Whose sale is present death in Mantua,",,,
Romeo and Juliet,88167,5.1.55,5.1,5,1,55,ROMEO,Here lives a caitiff wretch would sell it him.',,,
Romeo and Juliet,88168,5.1.56,5.1,5,1,56,ROMEO,"O, this same thought did but forerun my need,",,,
Romeo and Juliet,88169,5.1.57,5.1,5,1,57,ROMEO,And this same needy man must sell it me.,,,
Romeo and Juliet,88170,5.1.58,5.1,5,1,58,ROMEO,"As I remember, this should be the house.",,,
Romeo and Juliet,88171,5.1.59,5.1,5,1,59,ROMEO,"Being holiday, the beggar's shop is shut.",,,
Romeo and Juliet,88172,5.1.60,5.1,5,1,60,ROMEO,"What, ho! apothecary!",,,
Romeo and Juliet,88173,,5.1,5,1,,StageDirection,Enter Apothecary,,,
Romeo and Juliet,88174,5.1.61,5.1,5,1,61,Apothecary,Who calls so loud?,,,
Romeo and Juliet,88175,5.1.62,5.1,5,1,62,ROMEO,"Come hither, man. I see that thou art poor:",,,
Romeo and Juliet,88176,5.1.63,5.1,5,1,63,ROMEO,"Hold, there is forty ducats: let me have",,,
Romeo and Juliet,88177,5.1.64,5.1,5,1,64,ROMEO,"A dram of poison, such soon-speeding gear",,,
Romeo and Juliet,88178,5.1.65,5.1,5,1,65,ROMEO,As will disperse itself through all the veins,,,
Romeo and Juliet,88179,5.1.66,5.1,5,1,66,ROMEO,That the life-weary taker may fall dead,,,
Romeo and Juliet,88180,5.1.67,5.1,5,1,67,ROMEO,And that the trunk may be discharged of breath,,,
Romeo and Juliet,88181,5.1.68,5.1,5,1,68,ROMEO,As violently as hasty powder fired,,,
Romeo and Juliet,88182,5.1.69,5.1,5,1,69,ROMEO,Doth hurry from the fatal cannon's womb.,,,
Romeo and Juliet,88183,5.1.70,5.1,5,1,70,Apothecary,"Such mortal drugs I have, but Mantua's law",,,
Romeo and Juliet,88184,5.1.71,5.1,5,1,71,Apothecary,Is death to any he that utters them.,,,
Romeo and Juliet,88185,5.1.72,5.1,5,1,72,ROMEO,"Art thou so bare and full of wretchedness,",,,
Romeo and Juliet,88186,5.1.73,5.1,5,1,73,ROMEO,"And fear'st to die? famine is in thy cheeks,",,,
Romeo and Juliet,88187,5.1.74,5.1,5,1,74,ROMEO,"Need and oppression starveth in thine eyes,",,,
Romeo and Juliet,88188,5.1.75,5.1,5,1,75,ROMEO,"Contempt and beggary hangs upon thy back,",,,
Romeo and Juliet,88189,5.1.76,5.1,5,1,76,ROMEO,"The world is not thy friend nor the world's law,",,,
Romeo and Juliet,88190,5.1.77,5.1,5,1,77,ROMEO,"The world affords no law to make thee rich,",,,
Romeo and Juliet,88191,5.1.78,5.1,5,1,78,ROMEO,"Then be not poor, but break it, and take this.",,,
Romeo and Juliet,88192,5.1.79,5.1,5,1,79,Apothecary,"My poverty, but not my will, consents.",,,
Romeo and Juliet,88193,5.1.80,5.1,5,1,80,ROMEO,"I pay thy poverty, and not thy will.",,,
Romeo and Juliet,88194,5.1.81,5.1,5,1,81,Apothecary,"Put this in any liquid thing you will,",,,
Romeo and Juliet,88195,5.1.82,5.1,5,1,82,Apothecary,"And drink it off, and, if you had the strength",,,
Romeo and Juliet,88196,5.1.83,5.1,5,1,83,Apothecary,"Of twenty men, it would dispatch you straight.",,,
Romeo and Juliet,88197,5.1.84,5.1,5,1,84,ROMEO,"There is thy gold, worse poison to men's souls,",,,
Romeo and Juliet,88198,5.1.85,5.1,5,1,85,ROMEO,"Doing more murders in this loathsome world,",,,
Romeo and Juliet,88199,5.1.86,5.1,5,1,86,ROMEO,Than these poor compounds that thou mayst not sell.,,,
Romeo and Juliet,88200,5.1.87,5.1,5,1,87,ROMEO,"I sell thee poison, thou hast sold me none.",,,
Romeo and Juliet,88201,5.1.88,5.1,5,1,88,ROMEO,"Farewell: buy food, and get thyself in flesh.",,,
Romeo and Juliet,88202,5.1.89,5.1,5,1,89,ROMEO,"Come, cordial and not poison, go with me",,,
Romeo and Juliet,88203,5.1.90,5.1,5,1,90,ROMEO,"To Juliet's grave, for there must I use thee.",,,
Romeo and Juliet,88204,,5.1,5,1,,StageDirection,Exeunt,,,
Romeo and Juliet,88205,,5.2,5,2,,StageDirection,SCENE II. Friar Laurence's cell.,,,
Romeo and Juliet,88206,,5.2,5,2,,StageDirection,Enter FRIAR JOHN,,,
Romeo and Juliet,88207,5.2.1,5.2,5,2,1,FRIAR JOHN,"Holy Franciscan friar! brother, ho!",,,
Romeo and Juliet,88208,,5.2,5,2,,StageDirection,Enter FRIAR LAURENCE,,,
Romeo and Juliet,88209,5.2.2,5.2,5,2,2,FRIAR LAURENCE,This same should be the voice of Friar John.,,,
Romeo and Juliet,88210,5.2.3,5.2,5,2,3,FRIAR LAURENCE,Welcome from Mantua: what says Romeo?,,,
Romeo and Juliet,88211,5.2.4,5.2,5,2,4,FRIAR LAURENCE,"Or, if his mind be writ, give me his letter.",,,
Romeo and Juliet,88212,5.2.5,5.2,5,2,5,FRIAR JOHN,Going to find a bare-foot brother out,,,
